src_ip,dst_ip,length,protocol,src_port,dst_port,flags,timestamp
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:58
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:58
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:58
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:58
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:58
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:58
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,152,6,443,34786,PA,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:36:59
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:36:59
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:00
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:00
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:00
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:00
34.149.100.209,192.168.31.136,152,6,443,34786,PA,2025-05-17 13:37:00
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:00
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:00
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:00
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:00
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:00
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:00
34.139.124.58,192.168.31.136,89,6,443,37416,PA,2025-05-17 13:37:00
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:00
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:00
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:00
192.168.31.136,34.139.124.58,54,6,37416,443,A,2025-05-17 13:37:00
192.168.31.136,34.139.124.58,54,6,37416,443,A,2025-05-17 13:37:01
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:01
34.139.124.58,192.168.31.136,517,6,443,37416,PA,2025-05-17 13:37:01
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:01
34.149.100.209,192.168.31.136,152,6,443,34786,PA,2025-05-17 13:37:01
34.139.124.58,192.168.31.136,517,6,443,37416,PA,2025-05-17 13:37:01
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:02
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:02
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:02
192.168.31.136,34.139.124.58,54,6,37416,443,A,2025-05-17 13:37:02
192.168.31.136,34.139.124.58,54,6,37416,443,A,2025-05-17 13:37:02
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:02
34.139.124.58,192.168.31.136,89,6,443,37416,PA,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:02
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:02
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:02
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:02
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:02
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:02
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:03
192.168.31.2,192.168.31.136,166,17,53,54036,NONE,2025-05-17 13:37:03
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:03
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:03
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:03
192.168.31.136,192.168.31.2,194,1,0,0,NONE,2025-05-17 13:37:03
192.168.31.136,34.139.124.58,54,6,37416,443,A,2025-05-17 13:37:03
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:03
192.168.31.2,192.168.31.136,166,17,53,54036,NONE,2025-05-17 13:37:03
34.139.124.58,192.168.31.136,89,6,443,37416,PA,2025-05-17 13:37:03
34.139.124.58,192.168.31.136,517,6,443,37416,PA,2025-05-17 13:37:03
192.168.31.136,34.139.124.58,54,6,37416,443,A,2025-05-17 13:37:03
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:03
192.168.31.136,192.168.31.2,194,1,0,0,NONE,2025-05-17 13:37:03
192.168.31.136,34.149.100.209,179,6,34786,443,PA,2025-05-17 13:37:03
192.168.31.136,34.149.100.209,179,6,34786,443,PA,2025-05-17 13:37:03
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:03
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:03
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:03
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:03
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:03
192.168.31.136,34.149.100.209,96,6,34786,443,PA,2025-05-17 13:37:04
192.168.31.136,34.149.100.209,96,6,34786,443,PA,2025-05-17 13:37:04
192.168.31.136,192.168.31.2,194,1,0,0,NONE,2025-05-17 13:37:04
192.168.31.136,34.149.100.209,179,6,34786,443,PA,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:04
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:04
192.168.31.2,192.168.31.136,166,17,53,54036,NONE,2025-05-17 13:37:04
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:04
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:04
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,180,6,443,34786,PA,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,180,6,443,34786,PA,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:04
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:04
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:04
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:04
192.168.31.136,34.149.100.209,96,6,34786,443,PA,2025-05-17 13:37:04
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,180,6,443,34786,PA,2025-05-17 13:37:05
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:05
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:05
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:06
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:06
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:06
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:06
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:07
34.149.100.209,192.168.31.136,152,6,443,34786,PA,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:07
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:08
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:08
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:08
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:08
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:08
34.149.100.209,192.168.31.136,152,6,443,34786,PA,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:08
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:08
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:09
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:09
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:09
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:09
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:09
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:09
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:09
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:09
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:09
34.149.100.209,192.168.31.136,152,6,443,34786,PA,2025-05-17 13:37:09
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:09
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:10
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:10
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,143,6,443,60488,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,143,6,443,60488,PA,2025-05-17 13:37:10
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:10
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,143,6,443,60488,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
192.168.31.136,34.149.100.209,206,6,34786,443,PA,2025-05-17 13:37:11
192.168.31.136,34.149.100.209,206,6,34786,443,PA,2025-05-17 13:37:11
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:11
192.168.31.136,34.149.100.209,206,6,34786,443,PA,2025-05-17 13:37:11
192.168.31.136,34.149.100.209,96,6,34786,443,PA,2025-05-17 13:37:11
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:12
192.168.31.136,34.149.100.209,96,6,34786,443,PA,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:12
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:12
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:12
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,163,6,443,34786,PA,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,163,6,443,34786,PA,2025-05-17 13:37:12
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,4290,6,443,34786,PA,2025-05-17 13:37:12
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:12
192.168.31.136,34.149.100.209,96,6,34786,443,PA,2025-05-17 13:37:12
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:12
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:12
34.149.100.209,192.168.31.136,163,6,443,34786,PA,2025-05-17 13:37:13
34.149.100.209,192.168.31.136,4290,6,443,34786,PA,2025-05-17 13:37:13
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:13
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:13
34.149.100.209,192.168.31.136,4290,6,443,34786,PA,2025-05-17 13:37:13
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:13
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:13
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:13
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,1466,6,443,34786,PA,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,1514,6,443,34786,A,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:14
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1418,6,443,34786,PA,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1514,6,443,34786,A,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1418,6,443,34786,PA,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1462,6,443,34786,PA,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1418,6,443,34786,PA,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1514,6,443,34786,A,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:15
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:16
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:16
192.168.31.136,34.149.100.209,54,6,34786,443,A,2025-05-17 13:37:15
34.149.100.209,192.168.31.136,1462,6,443,34786,PA,2025-05-17 13:37:16
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:16
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:16
34.149.100.209,192.168.31.136,2878,6,443,34786,PA,2025-05-17 13:37:16
34.149.100.209,192.168.31.136,1462,6,443,34786,PA,2025-05-17 13:37:16
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:16
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:17
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:17
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:17
192.168.31.136,34.149.100.209,100,6,34786,443,PA,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:17
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:17
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:17
192.168.31.136,34.139.124.58,158,6,37416,443,PA,2025-05-17 13:37:17
34.149.100.209,192.168.31.136,60,6,443,34786,A,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:17
192.168.31.136,34.160.144.191,100,6,60488,443,PA,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:17
192.168.31.136,34.160.144.191,183,6,60488,443,PA,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,139,6,443,60488,PA,2025-05-17 13:37:17
34.160.144.191,192.168.31.136,60,6,443,60488,A,2025-05-17 13:37:17
192.168.31.136,34.139.124.58,1659,6,37416,443,PA,2025-05-17 13:37:17
192.168.31.136,34.139.124.58,158,6,37416,443,PA,2025-05-17 13:37:18
34.139.124.58,192.168.31.136,60,6,443,37416,A,2025-05-17 13:37:18
192.168.31.136,34.139.124.58,158,6,37416,443,PA,2025-05-17 13:37:18
192.168.31.136,34.139.124.58,1659,6,37416,443,PA,2025-05-17 13:37:17
34.139.124.58,192.168.31.136,60,6,443,37416,A,2025-05-17 13:37:18
