src_ip,dst_ip,length,protocol,src_port,dst_port,flags,timestamp
182.176.154.66,192.168.31.136,60,6,80,50114,A,2025-05-18 04:10:55
192.168.31.136,34.139.124.58,153,6,37602,443,PA,2025-05-18 04:10:55
182.176.154.33,192.168.31.136,60,6,80,43526,A,2025-05-18 04:10:55
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:10:55
192.168.31.136,182.176.154.66,54,6,50116,80,A,2025-05-18 04:10:55
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:10:55
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:55
192.168.31.136,182.176.154.66,54,6,50104,80,A,2025-05-18 04:10:55
182.176.154.66,192.168.31.136,60,6,80,50104,A,2025-05-18 04:10:55
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:10:55
192.168.31.136,34.139.124.58,153,6,37602,443,PA,2025-05-18 04:10:55
182.176.154.66,192.168.31.136,60,6,80,50116,A,2025-05-18 04:10:55
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:56
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:56
192.168.31.136,34.139.124.58,153,6,37602,443,PA,2025-05-18 04:10:56
34.139.124.58,192.168.31.136,424,6,443,37602,PA,2025-05-18 04:10:56
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:56
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:56
192.168.31.136,182.176.154.66,54,6,50102,80,A,2025-05-18 04:10:56
182.176.154.66,192.168.31.136,60,6,80,50114,A,2025-05-18 04:10:56
192.168.31.136,182.176.154.66,54,6,50114,80,A,2025-05-18 04:10:56
192.168.31.136,182.176.154.66,54,6,50098,80,A,2025-05-18 04:10:56
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:10:56
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:56
182.176.154.66,192.168.31.136,60,6,80,50104,A,2025-05-18 04:10:56
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:10:56
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:10:56
192.168.31.136,34.139.124.58,153,6,37602,443,PA,2025-05-18 04:10:57
192.168.31.136,182.176.154.66,54,6,50098,80,A,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:57
192.168.31.136,182.176.154.66,54,6,50104,80,A,2025-05-18 04:10:57
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:10:57
34.139.124.58,192.168.31.136,424,6,443,37602,PA,2025-05-18 04:10:57
192.168.31.136,182.176.154.66,54,6,50102,80,A,2025-05-18 04:10:57
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:57
34.139.124.58,192.168.31.136,424,6,443,37602,PA,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,153,6,37602,443,PA,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:57
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:10:57
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:57
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:57
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:57
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,424,6,443,37602,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,424,6,443,37602,PA,2025-05-18 04:10:58
192.168.31.136,34.139.124.58,153,6,37602,443,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:58
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:10:58
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,424,6,443,37602,PA,2025-05-18 04:10:58
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:58
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,158,6,37602,443,PA,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:59
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,1659,6,37602,443,PA,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:10:59
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:10:59
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:10:59
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:00
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:00
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:00
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:00
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:00
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:11:00
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:00
192.168.31.136,34.139.124.58,264,6,37602,443,PA,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:00
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:11:01
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:01
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:01
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,89,6,443,37602,PA,2025-05-18 04:11:01
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:01
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:01
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:01
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:01
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:02
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:02
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:02
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:02
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:11:02
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:02
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:11:02
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:02
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:02
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:02
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:02
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:02
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:03
34.139.124.58,192.168.31.136,487,6,443,37602,PA,2025-05-18 04:11:03
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:03
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:03
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:03
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:03
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:03
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:03
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:03
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:03
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:03
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:03
34.139.124.58,192.168.31.136,85,6,443,37602,PA,2025-05-18 04:11:03
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:03
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:04
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:04
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:03
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:04
192.168.31.136,34.139.124.58,54,6,37602,443,A,2025-05-18 04:11:04
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:04
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:04
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:04
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:04
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:04
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:04
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:04
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:04
192.168.31.136,182.176.154.66,54,6,50082,80,A,2025-05-18 04:11:04
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:04
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:04
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:04
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:04
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:04
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:04
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:04
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:04
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:04
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:04
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:04
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:04
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:05
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:05
182.176.154.66,192.168.31.136,60,6,80,50082,A,2025-05-18 04:11:05
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:05
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:05
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:05
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:05
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:05
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:05
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:05
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:05
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:05
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:05
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:05
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:11:05
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:05
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:05
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:05
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:05
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:06
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:05
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:11:05
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:06
34.107.243.93,192.168.31.136,60,6,443,33332,A,2025-05-18 04:11:06
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:06
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:06
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:06
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:06
192.168.31.136,34.107.243.93,82,6,33332,443,PA,2025-05-18 04:11:06
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:06
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:06
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:06
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:06
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:06
182.176.154.66,192.168.31.136,60,6,80,50104,A,2025-05-18 04:11:06
192.168.31.136,182.176.154.66,54,6,50114,80,FA,2025-05-18 04:11:06
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:06
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:06
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:06
192.168.31.136,34.139.124.58,93,6,37602,443,PA,2025-05-18 04:11:06
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:06
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:06
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:06
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:07
192.168.31.136,182.176.154.66,54,6,50116,80,FA,2025-05-18 04:11:07
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:07
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:07
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:07
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:07
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:07
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:07
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:07
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:07
182.176.154.66,192.168.31.136,60,6,80,50114,A,2025-05-18 04:11:07
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:07
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:07
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:07
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:07
192.168.31.136,34.160.144.191,100,6,41284,443,PA,2025-05-18 04:11:07
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:07
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:07
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:07
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:07
34.139.124.58,192.168.31.136,60,6,443,37602,A,2025-05-18 04:11:07
34.160.144.191,192.168.31.136,60,6,443,41284,A,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50116,A,2025-05-18 04:11:08
192.168.31.136,34.149.100.209,85,6,52190,443,PA,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:11:08
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:11:08
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:08
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:08
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:08
192.168.31.136,34.149.100.209,100,6,52190,443,PA,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50102,A,2025-05-18 04:11:08
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:08
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50104,A,2025-05-18 04:11:08
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50114,80,FA,2025-05-18 04:11:08
182.176.154.66,192.168.31.136,60,6,80,50104,A,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:08
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:09
192.168.31.136,34.36.137.203,93,6,44620,443,PA,2025-05-18 04:11:09
192.168.31.136,182.176.154.66,54,6,50098,80,FA,2025-05-18 04:11:09
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:09
192.168.31.136,34.149.100.209,54,6,52190,443,FA,2025-05-18 04:11:09
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:09
192.168.31.136,182.176.154.66,54,6,50116,80,FA,2025-05-18 04:11:09
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:09
192.168.31.136,182.176.154.66,54,6,50102,80,FA,2025-05-18 04:11:09
192.168.31.136,182.176.154.66,54,6,50114,80,FA,2025-05-18 04:11:09
182.176.154.66,192.168.31.136,60,6,80,50114,A,2025-05-18 04:11:09
34.36.137.203,192.168.31.136,60,6,443,44620,A,2025-05-18 04:11:09
182.176.154.66,192.168.31.136,60,6,80,50116,A,2025-05-18 04:11:09
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:09
34.149.100.209,192.168.31.136,60,6,443,52190,A,2025-05-18 04:11:09
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:11:09
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:11:09
192.168.31.136,34.107.243.93,93,6,33328,443,PA,2025-05-18 04:11:09
192.168.31.136,34.149.100.209,85,6,52190,443,PA,2025-05-18 04:11:10
192.168.31.136,34.149.100.209,54,6,52190,443,FA,2025-05-18 04:11:10
192.168.31.136,182.176.154.66,54,6,50104,80,FA,2025-05-18 04:11:10
192.168.31.136,182.176.154.66,54,6,50116,80,FA,2025-05-18 04:11:10
182.176.154.66,192.168.31.136,60,6,80,50114,A,2025-05-18 04:11:10
34.107.243.93,192.168.31.136,60,6,443,33328,A,2025-05-18 04:11:10
192.168.31.136,34.107.243.93,78,6,33328,443,PA,2025-05-18 04:11:10
182.176.154.66,192.168.31.136,60,6,80,50098,A,2025-05-18 04:11:10
192.168.31.136,192.168.31.2,100,17,38727,53,NONE,2025-05-18 04:11:50
192.168.31.136,192.168.31.2,100,17,38727,53,NONE,2025-05-18 04:11:51
192.168.31.2,192.168.31.136,100,17,53,38727,NONE,2025-05-18 04:11:51
192.168.31.136,192.168.31.2,107,17,35401,53,NONE,2025-05-18 04:11:52
192.168.31.136,192.168.31.2,107,17,35401,53,NONE,2025-05-18 04:11:52
192.168.31.2,192.168.31.136,107,17,53,35401,NONE,2025-05-18 04:11:53
192.168.31.136,192.168.31.2,97,17,60961,53,NONE,2025-05-18 04:11:54
192.168.31.136,192.168.31.2,97,17,60961,53,NONE,2025-05-18 04:11:54
192.168.31.2,192.168.31.136,97,17,53,60961,NONE,2025-05-18 04:11:55
192.168.31.136,192.168.31.2,109,17,41300,53,NONE,2025-05-18 04:11:55
192.168.31.136,192.168.31.2,109,17,41300,53,NONE,2025-05-18 04:11:56
192.168.31.2,192.168.31.136,109,17,53,41300,NONE,2025-05-18 04:11:56
192.168.31.136,192.168.31.2,93,17,58327,53,NONE,2025-05-18 04:11:57
192.168.31.136,192.168.31.2,93,17,58327,53,NONE,2025-05-18 04:11:57
192.168.31.2,192.168.31.136,93,17,53,58327,NONE,2025-05-18 04:11:58
192.168.31.136,192.168.31.2,88,17,41789,53,NONE,2025-05-18 04:11:58
192.168.31.136,192.168.31.2,88,17,41789,53,NONE,2025-05-18 04:11:59
192.168.31.2,192.168.31.136,88,17,53,41789,NONE,2025-05-18 04:11:59
192.168.31.2,192.168.31.136,88,17,53,41789,NONE,2025-05-18 04:12:00
192.168.31.136,192.168.31.2,88,17,41789,53,NONE,2025-05-18 04:12:01
192.168.31.136,192.168.31.2,88,17,41789,53,NONE,2025-05-18 04:12:01
192.168.31.2,192.168.31.136,88,17,53,41789,NONE,2025-05-18 04:12:02
192.168.31.2,192.168.31.136,88,17,53,41789,NONE,2025-05-18 04:12:02
192.168.31.136,192.168.31.2,100,17,38322,53,NONE,2025-05-18 04:12:03
192.168.31.136,192.168.31.2,100,17,38322,53,NONE,2025-05-18 04:12:03
