src_ip,dst_ip,length,protocol,src_port,dst_port,flags,prediction
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,34.149.100.209,183,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,162,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2019,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,213,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,1552,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,7114,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2989,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,59.103.93.88,54,6,49950,80,A,0
192.168.31.136,34.149.100.209,191,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,8941,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,172,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,2964,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,11350,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2837,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.1,224.0.0.251,123,17,5353,5353,NONE,1
,,143,0,0,0,NONE,1
192.168.31.136,59.103.93.88,54,6,49950,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49950,A,0
192.168.31.136,34.149.100.209,201,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,163,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,8526,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,8526,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,8526,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,1888,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,182,6,45666,443,PA,1
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,1599,6,443,45666,PA,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,11350,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,7114,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,4290,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,7114,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,11350,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,4290,6,443,45666,PA,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,8526,6,443,45666,PA,0
34.149.100.209,192.168.31.136,9938,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,4290,6,443,45666,PA,0
192.168.31.136,59.103.93.88,54,6,49930,80,A,0
192.168.31.136,59.103.93.88,54,6,49936,80,A,0
192.168.31.136,59.103.93.88,54,6,49930,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49930,A,0
192.168.31.136,59.103.93.88,54,6,49936,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49936,A,0
192.168.31.136,34.149.100.209,193,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,1575,6,443,45666,PA,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,2878,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5651,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,175,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,7200,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,9938,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5672,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,182,6,45666,443,PA,1
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,4055,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,192,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,4609,6,443,45666,PA,0
34.149.100.209,192.168.31.136,100,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,173,6,45666,443,PA,1
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,4371,6,443,45666,PA,0
34.149.100.209,192.168.31.136,266,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,194,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,175,6,45666,443,PA,1
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,140,6,443,45666,PA,0
34.149.100.209,192.168.31.136,3405,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,171,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,166,6,443,45666,PA,0
34.149.100.209,192.168.31.136,4290,6,443,45666,PA,0
34.149.100.209,192.168.31.136,1466,6,443,45666,PA,0
34.149.100.209,192.168.31.136,5702,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
34.149.100.209,192.168.31.136,7230,6,443,45666,PA,0
192.168.31.136,34.149.100.209,54,6,45666,443,A,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,176,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,943,6,443,45666,PA,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,182,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,96,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,34.149.100.209,203,6,45666,443,PA,1
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
34.149.100.209,192.168.31.136,166,6,443,45666,PA,0
192.168.31.136,34.149.100.209,100,6,45666,443,PA,0
34.149.100.209,192.168.31.136,60,6,443,45666,A,0
192.168.31.136,59.103.93.88,54,6,49950,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49950,A,0
192.168.31.136,59.103.93.88,54,6,49930,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49930,A,0
192.168.31.136,59.103.93.88,54,6,49936,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49936,A,0
192.168.31.136,59.103.93.88,54,6,49950,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49950,A,0
192.168.31.136,59.103.93.88,54,6,49930,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49930,A,0
192.168.31.136,59.103.93.88,54,6,49936,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49936,A,0
192.168.31.136,59.103.93.88,54,6,49950,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49950,A,0
192.168.31.136,59.103.93.88,54,6,49930,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49930,A,0
192.168.31.136,59.103.93.88,54,6,49936,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49936,A,0
,,42,0,0,0,NONE,1
,,60,0,0,0,NONE,1
192.168.31.136,59.103.93.88,54,6,49950,80,A,0
59.103.93.88,192.168.31.136,60,6,80,49950,A,0
192.168.31.136,34.36.137.203,93,6,55752,443,PA,0
34.36.137.203,192.168.31.136,60,6,443,55752,A,0
34.36.137.203,192.168.31.136,93,6,443,55752,PA,0
192.168.31.136,34.36.137.203,54,6,55752,443,A,0
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
192.168.31.136,8.8.8.8,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
8.8.8.8,192.168.31.136,98,1,0,0,NONE,1
